latitude,longitude,Dataset,title,thumbnail_url,artist_name,year,art_type,location_description,geom,address
34.084139,-118.297863,Robin Dunitz Slides of Los Angeles Murals,"Out of passion and of art in L.A., Los Angeles, detail 1 of 2",images/Dunitz/268.jpeg,Cookee of California,1992,,,"34.084139,-118.29786299999999","721, North Alexandria Avenue, Bicycle District, East Hollywood, Los Angeles, Los Angeles County, California, 90029, United States"
34.084139,-118.297863,Robin Dunitz Slides of Los Angeles Murals,"Out of passion and of art in L.A., Los Angeles",images/Dunitz/269.jpeg,Cookee of California,1992,,,"34.084139,-118.29786299999999","721, North Alexandria Avenue, Bicycle District, East Hollywood, Los Angeles, Los Angeles County, California, 90029, United States"
34.084139,-118.297863,Robin Dunitz Slides of Los Angeles Murals,"Out of passion and of art in L.A., Los Angeles, detail 2 of 2",images/Dunitz/270.jpeg,Cookee of California,1992,,,"34.084139,-118.29786299999999","721, North Alexandria Avenue, Bicycle District, East Hollywood, Los Angeles, Los Angeles County, California, 90029, United States"
34.084139,-118.297863,Robin Dunitz Slides of Los Angeles Murals,"Out of passion and of art in L.A., Los Angeles",images/Dunitz/2019.jpeg,Cookee of California,1992,,,"34.084139,-118.29786299999999","721, North Alexandria Avenue, Bicycle District, East Hollywood, Los Angeles, Los Angeles County, California, 90029, United States"
34.03406,-118.306162,Robin Dunitz Slides of Los Angeles Murals,The Phoenix of South-Central,images/Dunitz/806.jpeg,George Yepes,1992,,,"34.03406,-118.30616200000001","1910, West 25th Street, Adams Normandie Historic District, Adams-Normandie, Los Angeles, Los Angeles County, California, 90018, United States"
34.03406,-118.306162,Robin Dunitz Slides of Los Angeles Murals,"The Phoenix of South-Central, detail 1 of 2",images/Dunitz/807.jpeg,George Yepes,1992,,,"34.03406,-118.30616200000001","1910, West 25th Street, Adams Normandie Historic District, Adams-Normandie, Los Angeles, Los Angeles County, California, 90018, United States"
34.03406,-118.306162,Robin Dunitz Slides of Los Angeles Murals,"The Phoenix of South-Central, detail 2 of 2",images/Dunitz/808.jpeg,George Yepes,1992,,,"34.03406,-118.30616200000001","1910, West 25th Street, Adams Normandie Historic District, Adams-Normandie, Los Angeles, Los Angeles County, California, 90018, United States"
34.03406,-118.306162,Robin Dunitz Slides of Los Angeles Murals,"The Phoenix of South-Central, Los Angeles",images/Dunitz/1720.jpeg,George Yepes,1992,,,"34.03406,-118.30616200000001","1910, West 25th Street, Adams Normandie Historic District, Adams-Normandie, Los Angeles, Los Angeles County, California, 90018, United States"
34.074204,-118.308957,Robin Dunitz Slides of Los Angeles Murals,"The sun and the moon, Los Angeles, sun panel",images/Dunitz/197.jpeg,Francisco Letelier,1992,,,"34.074203999999995,-118.308957","HK Market, Western Avenue, Koreatown, Los Angeles, Los Angeles County, California, 90029-3737, United States"
34.074204,-118.308957,Robin Dunitz Slides of Los Angeles Murals,"The sun and the moon, Los Angeles, moon panel",images/Dunitz/198.jpeg,Francisco Letelier,1992,,,"34.074203999999995,-118.308957","HK Market, Western Avenue, Koreatown, Los Angeles, Los Angeles County, California, 90029-3737, United States"
34.074204,-118.308957,Robin Dunitz Slides of Los Angeles Murals,"The sun and the moon, Los Angeles",images/Dunitz/1805.jpeg,Francisco Letelier,1992,,,"34.074203999999995,-118.308957","HK Market, Western Avenue, Koreatown, Los Angeles, Los Angeles County, California, 90029-3737, United States"
33.993441,-118.309716,Robin Dunitz Slides of Los Angeles Murals,"Freedom won't wait, Los Angeles",images/Dunitz/1721.jpeg,Noni Olabisi,1992,,,"33.993441,-118.309716","1833, West 54th Street, Chesterfield Square, Los Angeles, Los Angeles County, California, 90062, United States"
34.083606,-118.315737,Robin Dunitz Slides of Los Angeles Murals,"UTI Production, Hollywood",images/Dunitz/344.jpeg,Masters Omega,1992,,,"34.083606,-118.31573700000001","Stage 11, Van Ness Avenue, Windsor Square, Larchmont, Los Angeles, Los Angeles County, California, 90029-3737, United States"
33.99763,-118.329216,Robin Dunitz Slides of Los Angeles Murals,"Dial 900 society, Crenshaw High School, Los Angeles",images/Dunitz/1716.jpeg,Ian White; Crenshaw High School,1992,,,"33.99763,-118.32921599999999","Crenshaw Senior High School, West 52nd Street, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States"
34.025603,-118.356756,Robin Dunitz Slides of Los Angeles Murals,"Love is for everyone, detail 1 of 1",images/Dunitz/809.jpeg,Mary-Linn Hughes; Reginald Larue Zachary; Tammy Moritz,1992,,,"34.025603000000004,-118.356756","Jefferson Boulevard, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
34.025603,-118.356756,Robin Dunitz Slides of Los Angeles Murals,Love is for everyone,images/Dunitz/810.jpeg,Mary-Linn Hughes; Reginald Larue Zachary; Tammy Moritz,1992,,,"34.025603000000004,-118.356756","Jefferson Boulevard, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
34.025603,-118.356756,Robin Dunitz Slides of Los Angeles Murals,"Love is for everyone, Los Angeles",images/Dunitz/1722.jpeg,Mary-Linn Hughes; Reginald Larue Zachary; Tammy Moritz,1992,,,"34.025603000000004,-118.356756","Jefferson Boulevard, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
34.08245,-118.37599,Robin Dunitz Slides of Los Angeles Murals,"Animate, West Hollywood",images/Dunitz/2018.jpeg,Stephen Shloss,1992,,,"34.08245,-118.37598999999999","Rosaliné, 8479, Melrose Avenue, West Hollywood, Los Angeles County, California, 90069, United States"
34.031572,-118.384895,Robin Dunitz Slides of Los Angeles Murals,"Immigrant, Los Angeles",images/Dunitz/1811.jpeg,Juan Hector Ponce,1992,,,"34.031572,-118.384895","Venice Boulevard, Mid-City, Los Angeles, Los Angeles County, California, 90034, United States"
34.029829,-118.403049,Robin Dunitz Slides of Los Angeles Murals,"Unto ye heavenly garden of knowledge, Los Angeles",images/Dunitz/877.jpeg,Russel Carlton,1992,,,"34.029829,-118.403049","National Boulevard, Cheviot Hills, Los Angeles, Los Angeles County, California, 90034-5702, United States"
34.044451,-118.419812,Robin Dunitz Slides of Los Angeles Murals,"The chain undone, detail 1 of 1",images/Dunitz/878.jpeg,Eva Cockcroft,1992,,,"34.044451,-118.41981200000001","Rancho Park Liqours, West Pico Boulevard, Cheviot Hills, Los Angeles, Los Angeles County, California, 90064, United States"
34.044451,-118.419812,Robin Dunitz Slides of Los Angeles Murals,The chain undone,images/Dunitz/879.jpeg,Eva Cockcroft,1992,,,"34.044451,-118.41981200000001","Rancho Park Liqours, West Pico Boulevard, Cheviot Hills, Los Angeles, Los Angeles County, California, 90064, United States"
34.044451,-118.419812,Robin Dunitz Slides of Los Angeles Murals,"The chain undone, Los Angeles",images/Dunitz/1741.jpeg,Eva Cockcroft,1992,,,"34.044451,-118.41981200000001","Rancho Park Liqours, West Pico Boulevard, Cheviot Hills, Los Angeles, Los Angeles County, California, 90064, United States"
34.253368,-118.421094,Robin Dunitz Slides of Los Angeles Murals,"Take the future in your hands, Pacoima",images/Dunitz/625.jpeg,David Botello; Wayne Healy Rich Raya,1992,,,"34.253368,-118.421094","Haddon Elementary School, Haddon Avenue, Pacoima, Los Angeles, Los Angeles County, California, 91331, United States"
34.253368,-118.421094,Robin Dunitz Slides of Los Angeles Murals,"Take the future in your hands, Pacoima, detail",images/Dunitz/626.jpeg,David Botello; Wayne Healy Rich Raya,1992,,,"34.253368,-118.421094","Haddon Elementary School, Haddon Avenue, Pacoima, Los Angeles, Los Angeles County, California, 91331, United States"
34.253368,-118.421094,Robin Dunitz Slides of Los Angeles Murals,"Take the future in your hands, Pacoima",images/Dunitz/1916.jpeg,David Botello; Wayne Healy Rich Raya,1992,,,"34.253368,-118.421094","Haddon Elementary School, Haddon Avenue, Pacoima, Los Angeles, Los Angeles County, California, 91331, United States"
33.99173,-118.458753,Robin Dunitz Slides of Los Angeles Murals,"El quinto sol (The fifth sun), Venice",images/Dunitz/1928.jpeg,Frederico Vigil,1992,,,"33.99173,-118.458753","798, Pisani Place, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
34.182731,-118.459332,Robin Dunitz Slides of Los Angeles Murals,"Aztec pride, Van Nuys",images/Dunitz/1917.jpeg,Jose De la Cruz,1992,,,"34.182731,-118.459332","CrystalPlace Inc., 14938, Delano Street, Van Nuys, Los Angeles, Los Angeles County, California, 91411, United States"
33.99820156,-118.4614643,Robin Dunitz Slides of Los Angeles Murals,"One world, one love, part 1 of 2",images/Dunitz/723.jpeg,Sybil Grinnell,1992,,,"33.99820156,-118.46146429999999","Lincoln Boulevard, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
33.99820156,-118.4614643,Robin Dunitz Slides of Los Angeles Murals,"One world, one love, part 2 of 2",images/Dunitz/724.jpeg,Sybil Grinnell,1992,,,"33.99820156,-118.46146429999999","Lincoln Boulevard, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
33.99820156,-118.4614643,Robin Dunitz Slides of Los Angeles Murals,"One world, one love, Los Angeles.",images/Dunitz/1745.jpeg,Sybil Grinnell,1992,,,"33.99820156,-118.46146429999999","Lincoln Boulevard, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
33.998259,-118.461692,Robin Dunitz Slides of Los Angeles Murals,"Signs of the times, Venice",images/Dunitz/705.jpeg,Student volunteers,1992,,,"33.998259000000004,-118.461692","997, Broadway Street, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
33.996942,-118.463591,Robin Dunitz Slides of Los Angeles Murals,"Sea of knowledge, Venice",images/Dunitz/706.jpeg,John Zenrer Estrada,1992,,,"33.996942,-118.463591","1003, Norfolk Avenue, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
34.145908,-118.124024,Robin Dunitz Slides of Los Angeles Murals,"Communication not separation, Pasadena",images/Dunitz/1412.jpeg,Victor Steinbacher,1993,,,"34.145908,-118.124024","Metro 181, 256, 686, East Colorado Boulevard, Pasadena, Los Angeles County, California, 91106, United States"
34.040587,-118.163795,Robin Dunitz Slides of Los Angeles Murals,"Arizona maravilla, Boyle Heights",images/Dunitz/2053.jpeg,John Zenrer Estrada,1993,,,"34.040587,-118.163795","Maravilla Meat Market, 4732, Cesar E Chavez Avenue, Belvedere, East Los Angeles, Los Angeles County, California, 90022, United States"
34.021364,-118.208642,Robin Dunitz Slides of Los Angeles Murals,"Los cuatros grandes, Boyle Heights",images/Dunitz/1467.jpeg,Ernesto De la Loza,1993,,,"34.021364,-118.208642","Estrada Courts Community Center Food Bank, 3232, Hunter Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.044934,-118.21377,Robin Dunitz Slides of Los Angeles Murals,"Bridges to East L.A., Boyle Heights",images/Dunitz/1987.jpeg,Ernesto De la Loza,1993,,,"34.044934000000005,-118.21377","101, North Saint Louis Street, Brooklyn Heights, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.044926,-118.213792,Robin Dunitz Slides of Los Angeles Murals,What are you shooting for? Boyle Heights,images/Dunitz/1434.jpeg,Unknown,1993,,,"34.044926000000004,-118.213792","East 1st Street, Brooklyn Heights, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
33.795947,-118.215744,Robin Dunitz Slides of Los Angeles Murals,"Soaring beyond the stars, West Long Beach, panel 1 of 2",images/Dunitz/1201.jpeg,Royd Hatta; Ben Valenzuela,1993,,,"33.795947,-118.215744","2125, Santa Fe Avenue, Long Beach, Los Angeles County, California, 90810, United States"
33.795947,-118.215744,Robin Dunitz Slides of Los Angeles Murals,"Soaring beyond the stars, West Long Beachdetail 1 of 3",images/Dunitz/1202.jpeg,Royd Hatta; Ben Valenzuela,1993,,,"33.795947,-118.215744","2125, Santa Fe Avenue, Long Beach, Los Angeles County, California, 90810, United States"
33.795947,-118.215744,Robin Dunitz Slides of Los Angeles Murals,"Soaring beyond the stars, West Long Beach, detail 2 of 3",images/Dunitz/1203.jpeg,Royd Hatta; Ben Valenzuela,1993,,,"33.795947,-118.215744","2125, Santa Fe Avenue, Long Beach, Los Angeles County, California, 90810, United States"
33.795947,-118.215744,Robin Dunitz Slides of Los Angeles Murals,"Soaring beyond the stars, West Long Beach, detail 3 of 3",images/Dunitz/1204.jpeg,Royd Hatta; Ben Valenzuela,1993,,,"33.795947,-118.215744","2125, Santa Fe Avenue, Long Beach, Los Angeles County, California, 90810, United States"
33.795947,-118.215744,Robin Dunitz Slides of Los Angeles Murals,"Soaring beyond the stars, West Long Beach, panel 2 of 2",images/Dunitz/1240.jpeg,Royd Hatta; Ben Valenzuela,1993,,,"33.795947,-118.215744","2125, Santa Fe Avenue, Long Beach, Los Angeles County, California, 90810, United States"
33.795947,-118.215744,Robin Dunitz Slides of Los Angeles Murals,"Soaring beyond the stars, West Long Beach",images/Dunitz/1947.jpeg,Royd Hatta; Ben Valenzuela,1993,,,"33.795947,-118.215744","2125, Santa Fe Avenue, Long Beach, Los Angeles County, California, 90810, United States"
34.047041,-118.262372,Robin Dunitz Slides of Los Angeles Murals,"Street of Eternity (Calle de Eternidad), Los Angeles",images/Dunitz/173.jpeg,Johanna Poethig,1993,,,"34.047041,-118.262372","865, West 8th Place, South Park, Downtown, Los Angeles, Los Angeles County, California, 90017, United States"
34.027156,-118.291494,Robin Dunitz Slides of Los Angeles Murals,"Creating a healthy community, Los Angeles",images/Dunitz/1718.jpeg,David Fichter,1993,,,"34.027156,-118.291494","3006;3008;3010, Vermont Avenue, Adams Normandie Historic District, Adams-Normandie, Los Angeles, Los Angeles County, California, 90089, United States"
34.05081,-118.309042,Robin Dunitz Slides of Los Angeles Murals,"World harvest, Los Angeles",images/Dunitz/1809.jpeg,Jacqueline Alexander,1993,,,"34.05081,-118.30904199999999","3198, West 11th Street, Harvard Heights, Los Angeles, Los Angeles County, California, 90006, United States"
33.999556,-118.330372,Robin Dunitz Slides of Los Angeles Murals,"Vision and motion, Los Angeles",images/Dunitz/1719.jpeg,Elliott Pinkney,1993,,,"33.999556,-118.330372","Crenshaw Boulevard, Hyde Park, Los Angeles, Los Angeles County, California, 90008, United States"
34.042845,-118.338869,Robin Dunitz Slides of Los Angeles Murals,"The sound of Korea, Koreatown, Los Angeles, detail 1 of 2",images/Dunitz/207.jpeg,Kuk Chol Han,1993,,,"34.042845,-118.33886899999999","Alta Loma Elementary School, Vineyard Avenue, Victoria Park, Mid-City, Los Angeles, Los Angeles County, California, 90016, United States"
34.042845,-118.338869,Robin Dunitz Slides of Los Angeles Murals,"The sound of Korea, Koreatown, Los Angeles, detail 2 of 2",images/Dunitz/208.jpeg,Kuk Chol Han,1993,,,"34.042845,-118.33886899999999","Alta Loma Elementary School, Vineyard Avenue, Victoria Park, Mid-City, Los Angeles, Los Angeles County, California, 90016, United States"
34.042845,-118.338869,Robin Dunitz Slides of Los Angeles Murals,"The sound of Korea, Koreatown, Los Angeles",images/Dunitz/1808.jpeg,Kuk Chol Han,1993,,,"34.042845,-118.33886899999999","Alta Loma Elementary School, Vineyard Avenue, Victoria Park, Mid-City, Los Angeles, Los Angeles County, California, 90016, United States"
34.083552,-118.344104,Robin Dunitz Slides of Los Angeles Murals,"These are the thoughts that set fire to your city, Hollywood",images/Dunitz/322.jpeg,"Phantom Street Artist (Krebs, Joey)",1993,,,"34.083552000000005,-118.344104","La Brea & Melrose, North La Brea Avenue, Los Angeles, Los Angeles County, California, 90036-2829, United States"
34.083552,-118.344104,Robin Dunitz Slides of Los Angeles Murals,"Art saves lives, Hollywood",images/Dunitz/323.jpeg,"Phantom Street Artist (Krebs, Joey)",1993,,,"34.083552000000005,-118.344104","La Brea & Melrose, North La Brea Avenue, Los Angeles, Los Angeles County, California, 90036-2829, United States"
34.083517,-118.344104,Robin Dunitz Slides of Los Angeles Murals,"SK8: King of all kings, Hollywood",images/Dunitz/325.jpeg,Mear; Zero One Gallery; CBS,1993,,,"34.083517,-118.344104","La Brea & Melrose, North La Brea Avenue, Los Angeles, Los Angeles County, California, 90036-2829, United States"
34.083517,-118.344104,Robin Dunitz Slides of Los Angeles Murals,"SK8: King of all kings, Hollywood, detail 1 of 4",images/Dunitz/326.jpeg,Mear; Zero One Gallery; CBS,1993,,,"34.083517,-118.344104","La Brea & Melrose, North La Brea Avenue, Los Angeles, Los Angeles County, California, 90036-2829, United States"
34.083517,-118.344104,Robin Dunitz Slides of Los Angeles Murals,"SK8: King of all kings, Hollywood, detail 2 of 4",images/Dunitz/327.jpeg,Mear; Zero One Gallery; CBS,1993,,,"34.083517,-118.344104","La Brea & Melrose, North La Brea Avenue, Los Angeles, Los Angeles County, California, 90036-2829, United States"
34.083517,-118.344104,Robin Dunitz Slides of Los Angeles Murals,"SK8: King of all kings, Hollywood, detail 3 of 4",images/Dunitz/330.jpeg,Mear; Zero One Gallery; CBS,1993,,,"34.083517,-118.344104","La Brea & Melrose, North La Brea Avenue, Los Angeles, Los Angeles County, California, 90036-2829, United States"
34.083517,-118.344104,Robin Dunitz Slides of Los Angeles Murals,"SK8: King of all kings, Hollywood, detail 4 of 4",images/Dunitz/331.jpeg,Mear; Zero One Gallery; CBS,1993,,,"34.083517,-118.344104","La Brea & Melrose, North La Brea Avenue, Los Angeles, Los Angeles County, California, 90036-2829, United States"
34.083517,-118.344104,Robin Dunitz Slides of Los Angeles Murals,"SK8: King of all kings, Hollywood",images/Dunitz/2046.jpeg,Mear; Zero One Gallery; CBS,1993,,,"34.083517,-118.344104","La Brea & Melrose, North La Brea Avenue, Los Angeles, Los Angeles County, California, 90036-2829, United States"
34.083694,-118.348117,Robin Dunitz Slides of Los Angeles Murals,"Spike Lee project, Hollywood",images/Dunitz/379.jpeg,Richard Wyatt,1993,,,"34.083694,-118.34811699999999","7261, Melrose Avenue, Fairfax, Los Angeles, Los Angeles County, California, 90046, United States"
34.081366,-118.361742,Robin Dunitz Slides of Los Angeles Murals,"Not somewhere else, but here, Los Angeles",images/Dunitz/346.jpeg,Daryl Elaine Wells,1993,,,"34.081365999999996,-118.36174199999999","Pearl's Finest Tea, 523, North Fairfax Avenue, Fairfax, Los Angeles, Los Angeles County, California, 90048, United States"
34.030801,-118.386118,Robin Dunitz Slides of Los Angeles Murals,"Finding the light in a crazy world, Golden Gate Lodge, Los Angeles",images/Dunitz/1746.jpeg,Susan Rosenwasser,1993,,,"34.030801000000004,-118.386118","3199, Vera Avenue, Mid-City, Los Angeles, Los Angeles County, California, 90034, United States"
34.172053,-118.42014,Robin Dunitz Slides of Los Angeles Murals,"Our history/Toward freedom, Van Nuys",images/Dunitz/623.jpeg,John Pitman Weber,1993,,,"34.172053000000005,-118.42013999999999","Lot H, Burbank Boulevard, Valley Glen, Los Angeles, Los Angeles County, California, 91401-6038, United States"
34.172053,-118.42014,Robin Dunitz Slides of Los Angeles Murals,"Our history/Toward freedom, Van Nuys, detail",images/Dunitz/624.jpeg,John Pitman Weber,1993,,,"34.172053000000005,-118.42013999999999","Lot H, Burbank Boulevard, Valley Glen, Los Angeles, Los Angeles County, California, 91401-6038, United States"
34.172053,-118.42014,Robin Dunitz Slides of Los Angeles Murals,"Our history/Toward freedom, Van Nuys",images/Dunitz/1915.jpeg,John Pitman Weber,1993,,,"34.172053000000005,-118.42013999999999","Lot H, Burbank Boulevard, Valley Glen, Los Angeles, Los Angeles County, California, 91401-6038, United States"
34.01971,-118.480554,Robin Dunitz Slides of Los Angeles Murals,"Para los niños (For the kids), Los Angeles",images/Dunitz/967.jpeg,Daniel Galvez,1993,,,"34.019709999999996,-118.480554","14th Street, Santa Monica, Los Angeles County, California, 90404, United States"
34.136051,-117.797127,Robin Dunitz Slides of Los Angeles Murals,"Our community, past, present and future, San Dimas, panel 1 of 3",images/Dunitz/1545.jpeg,Betty Dore,1994,,,"34.136051,-117.797127","Sycamore Flats Motorway, San Dimas, Los Angeles County, California, 91750, United States"
34.136051,-117.797127,Robin Dunitz Slides of Los Angeles Murals,"Our community, past, present and future, San Dimas, panel 2 of 3",images/Dunitz/1546.jpeg,Betty Dore,1994,,,"34.136051,-117.797127","Sycamore Flats Motorway, San Dimas, Los Angeles County, California, 91750, United States"
34.136051,-117.797127,Robin Dunitz Slides of Los Angeles Murals,"Our community, past, present and future, San Dimas, panel 3 of 3",images/Dunitz/1548.jpeg,Betty Dore,1994,,,"34.136051,-117.797127","Sycamore Flats Motorway, San Dimas, Los Angeles County, California, 91750, United States"
34.136051,-117.797127,Robin Dunitz Slides of Los Angeles Murals,"Our community, past, present and future, San Dimas",images/Dunitz/1550.jpeg,Betty Dore,1994,,,"34.136051,-117.797127","Sycamore Flats Motorway, San Dimas, Los Angeles County, California, 91750, United States"
34.136051,-117.797127,Robin Dunitz Slides of Los Angeles Murals,"Our community, past, present and future, San Dimas",images/Dunitz/2009.jpeg,Betty Dore,1994,,,"34.136051,-117.797127","Sycamore Flats Motorway, San Dimas, Los Angeles County, California, 91750, United States"
33.779932,-117.868001,Robin Dunitz Slides of Los Angeles Murals,"Early Orange County, Orange",images/Dunitz/1233.jpeg,Joseph Giri,1994,,,"33.779932,-117.868001","La Veta Avenue, Orange, Orange County, California, 92686, United States"
33.761283,-118.13736,Robin Dunitz Slides of Los Angeles Murals,"Homage to Magrite, Belmont Shore",images/Dunitz/1235.jpeg,Joseph Giri,1994,,,"33.761283,-118.13736000000002","Saint & Second, 2nd Street, Belmont Shore, Long Beach, Los Angeles County, California, 90803, United States"
33.782768,-118.175232,Robin Dunitz Slides of Los Angeles Murals,"Knowledge in any language is power, Long Beach, detail 1 of 2",images/Dunitz/1205.jpeg,"Tiger; Boris; Nemo; Lane, Sean; Urbanos LA; ManOne; Krash; Vyal",1994,,,"33.782768,-118.17523200000001","1303, Warren Avenue, Cambodia Town, Long Beach, Los Angeles County, California, 90813, United States"
33.782768,-118.175232,Robin Dunitz Slides of Los Angeles Murals,"Knowledge in any language is power, Long Beach, detail 2 of 2",images/Dunitz/1206.jpeg,"Tiger; Boris; Nemo; Lane, Sean; Urbanos LA; ManOne; Krash; Vyal",1994,,,"33.782768,-118.17523200000001","1303, Warren Avenue, Cambodia Town, Long Beach, Los Angeles County, California, 90813, United States"
33.782768,-118.175232,Robin Dunitz Slides of Los Angeles Murals,"Knowledge in any language is power, Long Beach",images/Dunitz/2050.jpeg,"Tiger; Boris; Nemo; Lane, Sean; Urbanos LA; ManOne; Krash; Vyal",1994,,,"33.782768,-118.17523200000001","1303, Warren Avenue, Cambodia Town, Long Beach, Los Angeles County, California, 90813, United States"
33.780949,-118.177013,Robin Dunitz Slides of Los Angeles Murals,"The world of knowledge, Long Beach, detail 1 of 3",images/Dunitz/1237.jpeg,Elliott Pinkney,1994,,,"33.780949,-118.17701299999999","Lincoln Elementary School, East 11th Street, Cambodia Town, Long Beach, Los Angeles County, California, 90813, United States"
33.780949,-118.177013,Robin Dunitz Slides of Los Angeles Murals,"The world of knowledge, Long Beach, detail 2 of 3",images/Dunitz/1238.jpeg,Elliott Pinkney,1994,,,"33.780949,-118.17701299999999","Lincoln Elementary School, East 11th Street, Cambodia Town, Long Beach, Los Angeles County, California, 90813, United States"
33.780949,-118.177013,Robin Dunitz Slides of Los Angeles Murals,"The world of knowledge, Long Beach, detail 3 of 3",images/Dunitz/1239.jpeg,Elliott Pinkney,1994,,,"33.780949,-118.17701299999999","Lincoln Elementary School, East 11th Street, Cambodia Town, Long Beach, Los Angeles County, California, 90813, United States"
33.780949,-118.177013,Robin Dunitz Slides of Los Angeles Murals,"The world of knowledge, Long Beach",images/Dunitz/1952.jpeg,Elliott Pinkney,1994,,,"33.780949,-118.17701299999999","Lincoln Elementary School, East 11th Street, Cambodia Town, Long Beach, Los Angeles County, California, 90813, United States"
34.055842,-118.179041,Robin Dunitz Slides of Los Angeles Murals,"El Tepeyac de Los Angeles, City Terrace",images/Dunitz/2001.jpeg,George Yepes,1994,,,"34.055842,-118.179041","City Terrace Drive, City Terrace, East Los Angeles, Los Angeles County, California, 90053, United States"
33.796999,-118.185897,Robin Dunitz Slides of Los Angeles Murals,"Education, Long Beach",images/Dunitz/1210.jpeg,Akinsanya Kambon,1994,,,"33.796999,-118.185897","554, East Hill Street, Willowville, Long Beach, Los Angeles County, California, 90806, United States"
33.770559,-118.193064,Robin Dunitz Slides of Los Angeles Murals,"The jazz men, Long Beach, detail 1 of 2",images/Dunitz/1228.jpeg,Joseph Giri,1994,,,"33.770559000000006,-118.19306399999999","North Solano Court, Long Beach, Los Angeles County, California, 90802, United States"
33.770559,-118.193064,Robin Dunitz Slides of Los Angeles Murals,"The jazz men, Long Beach, detail 2 of 2",images/Dunitz/1229.jpeg,Joseph Giri,1994,,,"33.770559000000006,-118.19306399999999","North Solano Court, Long Beach, Los Angeles County, California, 90802, United States"
33.770559,-118.193064,Robin Dunitz Slides of Los Angeles Murals,"The jazz men, Long Beach",images/Dunitz/1230.jpeg,Joseph Giri,1994,,,"33.770559000000006,-118.19306399999999","North Solano Court, Long Beach, Los Angeles County, California, 90802, United States"
33.770559,-118.193064,Robin Dunitz Slides of Los Angeles Murals,"The jazz men, Long Beach",images/Dunitz/1951.jpeg,Joseph Giri,1994,,,"33.770559000000006,-118.19306399999999","North Solano Court, Long Beach, Los Angeles County, California, 90802, United States"
33.770622,-118.193686,Robin Dunitz Slides of Los Angeles Murals,"The eagle band, Long Beach",images/Dunitz/1236.jpeg,Joseph Giri,1994,,,"33.770621999999996,-118.19368600000001","Pacific Avenue, Long Beach, Los Angeles County, California, 90802, United States"
33.786103,-118.193836,Robin Dunitz Slides of Los Angeles Murals,"Expand your mind with science, Washington Middle Schooll, Long Beach",images/Dunitz/2015.jpeg,Richard Brandt,1994,,,"33.786103000000004,-118.193836","Pacific Avenue, Long Beach, Los Angeles County, California, 90806, United States"
34.04361,-118.200445,Robin Dunitz Slides of Los Angeles Murals,"Rescate, Boyle Heights",images/Dunitz/1477.jpeg,John Zender Estrada,1994,,,"34.04361,-118.200445","Metro 68, Cesar E Chavez Avenue, Boyle Heights, Los Angeles, Los Angeles County, California, 90033-3654, United States"
34.036875,-118.203428,Robin Dunitz Slides of Los Angeles Murals,"Nuestra vida (Our life), Boyle Heights",images/Dunitz/1486.jpeg,John Zender Estrada; Youth from Creative Solutions,1994,,,"34.036875,-118.203428","2959, East 4th Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.091443,-118.207033,Robin Dunitz Slides of Los Angeles Murals,"Return to the light, Highland Park, Los Angeles, detail",images/Dunitz/471.jpeg,Charles Freeman,1994,,,"34.091443,-118.20703300000001","4101, Carlota Boulevard, Highland Park, Los Angeles, Los Angeles County, California, 90031, United States"
34.091443,-118.207033,Robin Dunitz Slides of Los Angeles Murals,"Return to the light, Highland Park, Los Angeles",images/Dunitz/472.jpeg,Charles Freeman,1994,,,"34.091443,-118.20703300000001","4101, Carlota Boulevard, Highland Park, Los Angeles, Los Angeles County, California, 90031, United States"
34.091443,-118.207033,Robin Dunitz Slides of Los Angeles Murals,"Return to the light, Highland Park, Los Angeles",images/Dunitz/1880.jpeg,Charles Freeman,1994,,,"34.091443,-118.20703300000001","4101, Carlota Boulevard, Highland Park, Los Angeles, Los Angeles County, California, 90031, United States"
34.073688,-118.207237,Robin Dunitz Slides of Los Angeles Murals,"The three gospels, Lincoln Heights, detail 1 of 2",images/Dunitz/1478.jpeg,Isabel Mora; Jerry Rodriguez; Andy Ledesma,1994,,,"34.073688,-118.207237","Shell, North Broadway, Lincoln Heights, Los Angeles, Los Angeles County, California, 90031, United States"
34.073688,-118.207237,Robin Dunitz Slides of Los Angeles Murals,"The three gospels, Lincoln Heights, detail 2 of 2",images/Dunitz/1479.jpeg,Isabel Mora; Jerry Rodriguez; Andy Ledesma,1994,,,"34.073688,-118.207237","Shell, North Broadway, Lincoln Heights, Los Angeles, Los Angeles County, California, 90031, United States"
